"student_id","school_id","grade","class","q1","q2","q3","q4","q5","q6","q7","q8","complete_survey"
"I05Rj@cunb.edu","812",8,"A","Somewhat","Slightly","Not at all","Agree","Strongly agree","Agree","Strongly disagree","Enroll in high school",1
"i0HNN@cunb.edu","426",6,"D","Slightly","Much","Much","Neutral","Strongly disagree","Agree","Strongly disagree","Work after finishing school",1
"Ia40B@cunb.edu","458",8,"D","Not at all","Somewhat","Very much","Strongly agree","Strongly agree","Neutral","Agree","Work after finishing school",1
"ICyba@cunb.edu","881",8,"A","Much","Somewhat","Very much","Agree","Agree","Strongly disagree","Agree","Enroll in a technical institute",1
"iD5aa@cunb.edu","426",6,"B","Somewhat","Much","Not at all","Strongly agree","Agree","Neutral","Neutral","Enroll in an university",1
"IDALi@cunb.edu","057",8,"D","Not at all","Not at all","Not at all","Neutral","Disagree","Strongly agree","Strongly disagree","Enroll in a  professional/vocational institute",1
"ii2gl@cunb.edu","057",6,"D","Slightly","Slightly","Very much","Disagree","Neutral","Strongly disagree","Disagree","Enroll in an university",1
"IIluA@cunb.edu","262",7,"D","Very much","Slightly","Somewhat","Disagree","Strongly disagree","Disagree","Strongly agree","Enroll in a  professional/vocational institute",1
"IJBWi@cunb.edu","426",6,"C","Somewhat","Slightly","Much","Disagree","Strongly disagree","Strongly agree","Disagree","Enroll in high school",1
"iK1nV@cunb.edu","881",8,"B","Slightly","Not at all","Not at all","Agree","Agree","Strongly agree","Disagree","Enroll in high school",1
"iLUWX@cunb.edu","946",7,"D","Somewhat","Much","Very much","Disagree","Strongly agree","Disagree","Agree","Enroll in a technical institute",1
"im4cH@cunb.edu","946",7,"A","Slightly","Not at all","Somewhat","Disagree","Disagree","Agree","Disagree","Enroll in an university",1
"in81K@cunb.edu","262",7,"C","Slightly","Slightly","Slightly","Disagree","Strongly disagree","Neutral","Strongly disagree","I don't know",1
"INDmJ@cunb.edu","141",8,"D","Very much","Somewhat","Somewhat","Strongly agree","Neutral","Strongly disagree","Neutral","Enroll in a  professional/vocational institute",1
"IOM4V@cunb.edu","057",7,"B","Somewhat","Very much","Much","Disagree","Disagree","Strongly agree","Neutral","Enroll in a technical institute",1
"iTeUK@cunb.edu","946",6,"B","Not at all","Slightly","Somewhat","Disagree","Strongly disagree","Strongly agree","Neutral","Enroll in high school",1
"ITqG3@cunb.edu","060",7,"B","Slightly","Somewhat","Much","Agree","Strongly agree","Strongly disagree","Strongly agree","Enroll in an university",1
"iUikh@cunb.edu","057",8,"B","Much","Very much","Somewhat","Agree","Agree","Neutral","Agree","I don't know",1
"iUikh@cunb.edu","057",8,"B","Much","Very much","Somewhat","Agree","Agree","Neutral","Agree","I don't know",1
"IWVHG@cunb.edu","262",6,"B","Not at all","Much","Somewhat","Neutral","Agree","Disagree","Strongly disagree","I don't know",1
"ixHpO@cunb.edu","060",6,"D","Very much","Not at all","Somewhat","Disagree","Neutral","Disagree","Strongly agree","Enroll in high school",1
"IxoyN@cunb.edu","881",7,"B","Much","Somewhat","Slightly","Disagree","Disagree","Strongly agree","Disagree","I don't know",1
"IXQzT@cunb.edu","141",8,"A","Somewhat","Somewhat","Not at all","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Enroll in a  professional/vocational institute",1
"iya1k@cunb.edu","426",8,"D","Somewhat","Very much","Much","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Work after finishing school",1
"IyjHH@cunb.edu","458",6,"C","Not at all","Slightly","Not at all","Agree","Strongly agree","Agree","Strongly disagree","Work after finishing school",1
"izc6A@cunb.edu","141",7,"A","Much","Very much","Much","Strongly agree","Strongly disagree","Strongly disagree","Agree","I don't know",1
"izhsL@cunb.edu","262",8,"D","Much","Much","Very much","Agree","Strongly agree","Neutral","Strongly agree","Work after finishing school",1
"j5DTV@cunb.edu","060",6,"C","Not at all","Much","Very much","Agree","Agree","Strongly disagree","Disagree","Enroll in a technical institute",1
"J611H@cunb.edu","881",7,"B","Much","Slightly","Somewhat","Agree","Neutral","Strongly disagree","Strongly agree","I don't know",1
"J6A6A@cunb.edu","499",7,"C","Slightly","Very much","Slightly","Neutral","Strongly agree","Strongly agree","Agree","Enroll in a  professional/vocational institute",1
"j9avv@cunb.edu","946",6,"D","Slightly","Very much","Very much","Agree","Neutral","Neutral","Agree","Enroll in a technical institute",1
"j9avv@cunb.edu","946",6,"D","Slightly","Very much","Very much","Agree","Neutral","Neutral","Agree","Enroll in a technical institute",1
"JcAcM@cunb.edu","060",8,"B","Not at all","Very much","Slightly","Agree","Agree","Disagree","Agree","Enroll in an university",1
"jDZm1@cunb.edu","141",8,"D","Much","Somewhat","Somewhat","Disagree","Agree","Disagree","Disagree","Enroll in a  professional/vocational institute",1
"JeEPw@cunb.edu","141",6,"D","Somewhat","Much","Somewhat","Strongly disagree","Strongly agree","Strongly agree","Neutral","Enroll in high school",1
"Jehpb@cunb.edu","262",8,"B","Slightly","Not at all","Not at all","Strongly disagree","Agree","Disagree","Strongly agree","Enroll in a technical institute",1
"JfVHZ@cunb.edu","141",8,"C","Somewhat","Not at all","Somewhat","Strongly disagree","Strongly agree","Disagree","Disagree","Enroll in a  professional/vocational institute",1
"JFz93@cunb.edu","812",7,"C","Very much","Very much","Somewhat","Neutral","Agree","Strongly agree","Strongly disagree","Enroll in high school",1
"jh3uH@cunb.edu","946",6,"B","Very much","Not at all","Slightly","Disagree","Neutral","Strongly disagree","Strongly disagree","Enroll in a technical institute",1
"JkFsI@cunb.edu","499",7,"C","Somewhat","Very much","Somewhat","Neutral","Strongly disagree","Neutral","Strongly disagree","Enroll in a technical institute",1
"Jkl2u@cunb.edu","458",7,"D","Very much","Much","Not at all","Strongly disagree","Neutral","Strongly agree","Agree","Work after finishing school",1
"Jm0Fh@cunb.edu","946",7,"D","Somewhat","Very much","Slightly","Strongly disagree","Disagree","Disagree","Disagree","Enroll in an university",1
"JOX8e@cunb.edu","881",7,"D","Slightly","Very much","Somewhat","Agree","Neutral","Neutral","Strongly agree","Enroll in high school",1
"jPeps@cunb.edu","060",8,"C","Much","Very much","Much","Strongly agree","Strongly disagree","Strongly agree","Agree","Enroll in a technical institute",1
"jQ47y@cunb.edu","881",8,"B","Somewhat","Somewhat","Very much","Agree","Agree","Neutral","Neutral","Enroll in an university",1
"JQx4H@cunb.edu","057",8,"A","Much","Very much","Slightly","Disagree","Neutral","Disagree","Neutral","Enroll in a  professional/vocational institute",1
"Jsq4l@cunb.edu","060",7,"A","Slightly","Not at all","Not at all","Strongly agree","Disagree","Strongly agree","Disagree","I don't know",1
"Jyj1m@cunb.edu","881",6,"C","Not at all","Very much","Much","Strongly agree","Agree","Neutral","Neutral","Work after finishing school",1
"K1O6U@cunb.edu","946",6,"A","Somewhat","Somewhat","Not at all","Strongly disagree","Strongly disagree","Disagree","Disagree","Enroll in a technical institute",1
"K6Qhi@cunb.edu","812",8,"B","Not at all","Slightly","Very much","Neutral","Agree","Neutral","Disagree","Work after finishing school",1
"K7rou@cunb.edu","426",7,"D","Slightly","Somewhat","Slightly","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Enroll in an university",1
"K8gOx@cunb.edu","057",8,"A","Very much","Slightly","Somewhat","Strongly agree","Disagree","Agree","Agree","Enroll in a technical institute",1
"kAE9s@cunb.edu","499",6,"C","Slightly","Somewhat","Somewhat","Agree","Neutral","Agree","Strongly agree","Enroll in high school",1
"Kb2G6@cunb.edu","458",8,"A","Much","Not at all","Much","Agree","Strongly disagree","Disagree","Agree","Work after finishing school",1
"kDIZ0@cunb.edu","946",6,"B","Somewhat","Much","Much","Disagree","Disagree","Agree","Strongly agree","Enroll in a  professional/vocational institute",1
"KDlts@cunb.edu","426",8,"C","Slightly","Not at all","Slightly","Agree","Agree","Strongly disagree","Disagree","Enroll in high school",1
"kGDKE@cunb.edu","060",8,"A","Very much","Very much","Somewhat","Disagree","Agree","Strongly disagree","Strongly disagree","Enroll in a technical institute",1
"kjCs7@cunb.edu","458",7,"D","Very much","Very much","Slightly","Strongly agree","Agree","Neutral","Agree","Work after finishing school",1
"KkBbn@cunb.edu","946",8,"A","Slightly","Slightly","Much","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Enroll in high school",1
"kPpfW@cunb.edu","262",7,"A","Much","Somewhat","Not at all","Strongly agree","Neutral","Strongly disagree","Disagree","I don't know",1
"kPTrA@cunb.edu","881",7,"B","Very much","Not at all","Slightly","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Enroll in high school",1
"KRtQU@cunb.edu","426",6,"D","Much","Much","Not at all","Strongly disagree","Disagree","Disagree","Disagree","Enroll in an university",1
"kswPV@cunb.edu","499",6,"B","Somewhat","Much","Not at all","Strongly agree","Agree","Strongly disagree","Neutral","Enroll in a technical institute",1
"KYFId@cunb.edu","057",8,"A","Slightly","Much","Much","Agree","Strongly agree","Agree","Strongly agree","I don't know",1
"L1AlZ@cunb.edu","426",6,"D","Much","Very much","Slightly","Strongly disagree","Disagree","Neutral","Neutral","I don't know",1
"l23QN@cunb.edu","499",6,"D","Not at all","Slightly","Very much","Neutral","Strongly disagree","Agree","Neutral","Enroll in a  professional/vocational institute",1
"l4sik@cunb.edu","458",7,"C","Very much","Slightly","Slightly","Agree","Disagree","Agree","Disagree","Enroll in a  professional/vocational institute",1
"lCbp2@cunb.edu","812",8,"B","Somewhat","Not at all","Not at all","Strongly agree","Agree","Strongly disagree","Disagree","I don't know",1
"lD4NM@cunb.edu","812",8,"B","Somewhat","Slightly","Somewhat","Disagree","Neutral","Strongly agree","Strongly disagree","Enroll in high school",1
"Ldmq4@cunb.edu","458",8,"A","Somewhat","Slightly","Very much","Disagree","Strongly agree","Strongly agree","Neutral","Work after finishing school",1
"LFfO4@cunb.edu","458",8,"D","Somewhat","Not at all","Somewhat","Strongly disagree","Strongly agree","Disagree","Neutral","Enroll in high school",1
"LFOAP@cunb.edu","060",8,"D","Much","Very much","Not at all","Strongly disagree","Strongly agree","Agree","Strongly agree","I don't know",1
"lo41m@cunb.edu","426",8,"A","Not at all","Very much","Slightly","Disagree","Neutral","Agree","Agree","Enroll in high school",1
"lPqYP@cunb.edu","458",7,"A","Not at all","Somewhat","Much","Agree","Strongly agree","Agree","Strongly agree","Enroll in an university",1
"lqDZF@cunb.edu","812",6,"A","Much","Slightly","Slightly","Strongly agree","Agree","Agree","Strongly agree","Work after finishing school",1
"ltPbr@cunb.edu","812",7,"A","Not at all","Not at all","Much","Neutral","Strongly disagree","Strongly agree","Agree","Enroll in a technical institute",1
"LUH2b@cunb.edu","141",6,"B","Somewhat","Slightly","Somewhat","Strongly agree","Strongly disagree","Neutral","Agree","Enroll in a technical institute",1
"m5qbS@cunb.edu","262",6,"B","Very much","Somewhat","Slightly","Disagree","Disagree","Strongly agree","Agree","Work after finishing school",1
"mAXy2@cunb.edu","881",6,"C","Much","Much","Slightly","Strongly disagree","Strongly agree","Agree","Neutral","Enroll in an university",1
"Mc4Qm@cunb.edu","881",8,"D","Much","Much","Much","Neutral","Neutral","Neutral","Agree","Work after finishing school",1
"Mc84i@cunb.edu","812",8,"D","Not at all","Very much","Somewhat","Disagree","Agree","Strongly disagree","Strongly disagree","Enroll in a technical institute",1
"McG7z@cunb.edu","057",6,"D","Not at all","Not at all","Not at all","Disagree","Strongly agree","Strongly disagree","Disagree","Enroll in a technical institute",1
"MdtiQ@cunb.edu","458",8,"A","Very much","Much","Slightly","Strongly agree","Agree","Strongly disagree","Strongly agree","Enroll in an university",1
"MFgmV@cunb.edu","499",6,"A","Not at all","Slightly","Slightly","Neutral","Strongly disagree","Disagree","Strongly agree","Enroll in an university",1
"mGndQ@cunb.edu","426",7,"D","Slightly","Very much","Very much","Neutral","Agree","Strongly disagree","Disagree","Enroll in high school",1
"mikXS@cunb.edu","060",8,"C","Slightly","Slightly","Not at all","Strongly disagree","Neutral","Disagree","Neutral","Enroll in a technical institute",1
"mms4q@cunb.edu","881",6,"B","Not at all","Very much","Not at all","Strongly disagree","Strongly disagree","Agree","Agree","Enroll in a  professional/vocational institute",1
"Mn42s@cunb.edu","812",7,"A","Somewhat","Slightly","Somewhat","Neutral","Disagree","Strongly disagree","Strongly disagree","Enroll in high school",1
"mN7jO@cunb.edu","458",7,"B","Slightly","Not at all","Much","Strongly disagree","Strongly agree","Agree","Disagree","Enroll in a technical institute",1
"MNGvm@cunb.edu","060",8,"A","Not at all","Slightly","Somewhat","Neutral","Strongly disagree","Strongly agree","Strongly agree","Enroll in a  professional/vocational institute",1
"mQCZJ@cunb.edu","458",8,"C","Not at all","Much","Very much","Neutral","Neutral","Neutral","Disagree","Enroll in a  professional/vocational institute",1
"mrE2F@cunb.edu","812",6,"B","Much","Slightly","Much","Disagree","Strongly agree","Neutral","Agree","Enroll in high school",1
"MWrvY@cunb.edu","141",6,"A","Much","Much","Much","Strongly agree","Strongly disagree","Neutral","Strongly disagree","I don't know",1
"MYW7o@cunb.edu","262",6,"D","Not at all","Not at all","Slightly","Agree","Agree","Strongly agree","Neutral","Work after finishing school",1
"myzHT@cunb.edu","499",7,"B","Not at all","Slightly","Somewhat","Agree","Neutral","Neutral","Neutral","Enroll in a  professional/vocational institute",1
"mzAnk@cunb.edu","946",6,"D","Not at all","Much","Slightly","Strongly disagree","Agree","Strongly agree","Disagree","I don't know",1
"MzLrh@cunb.edu","057",6,"C","Slightly","Much","Somewhat","Neutral","Strongly agree","Disagree","Strongly agree","I don't know",1
"nAn5o@cunb.edu","426",7,"D","Slightly","Very much","Somewhat","Disagree","Agree","Disagree","Strongly disagree","I don't know",1
"nbfqH@cunb.edu","141",8,"D","Somewhat","Much","Somewhat","Agree","Agree","Strongly agree","Strongly agree","Enroll in an university",1
"NBmjz@cunb.edu","946",8,"A","Very much","Somewhat","Slightly","Agree","Strongly agree","Strongly agree","Neutral","I don't know",1
"nCDzy@cunb.edu","881",6,"A","Not at all","Much","Not at all","Agree","Agree","Agree","Strongly disagree","Enroll in a  professional/vocational institute",1
"nClg5@cunb.edu","458",8,"B","Very much","Slightly","Slightly","Agree","Strongly agree","Strongly disagree","Disagree","Enroll in an university",1
"NF9bi@cunb.edu","057",7,"C","Somewhat","Much","Not at all","Neutral","Disagree","Strongly disagree","Agree","Work after finishing school",1
"Nie30@cunb.edu","057",8,"B","Somewhat","Much","Much","Strongly agree","Disagree","Strongly disagree","Neutral","Work after finishing school",1
"Nk807@cunb.edu","057",8,"B","Somewhat","Slightly","Not at all","Strongly agree","Neutral","Disagree","Strongly agree","Work after finishing school",1
"NlvWp@cunb.edu","426",7,"D","Very much","Not at all","Not at all","Neutral","Strongly agree","Agree","Strongly agree","I don't know",1
"NmGj7@cunb.edu","812",7,"C","Somewhat","Somewhat","Slightly","Disagree","Neutral","Neutral","Disagree","Enroll in an university",1
"NOQTZ@cunb.edu","812",7,"A","Slightly","Very much","Not at all","Neutral","Agree","Strongly agree","Disagree","Enroll in a  professional/vocational institute",1
"NOVHP@cunb.edu","881",6,"A","Slightly","Very much","Somewhat","Neutral","Disagree","Agree","Strongly agree","Enroll in high school",1
"nTx9m@cunb.edu","881",6,"D","Somewhat","Much","Much","Neutral","Neutral","Strongly agree","Disagree","I don't know",1
"nu5QZ@cunb.edu","946",6,"A","Somewhat","Very much","Somewhat","Strongly agree","Agree","Disagree","Disagree","I don't know",1
"Nv6kM@cunb.edu","060",6,"B","Very much","Slightly","Somewhat","Agree","Strongly disagree","Disagree","Neutral","Enroll in high school",1
"NWyST@cunb.edu","057",7,"C","Somewhat","Slightly","Very much","Strongly disagree","Neutral","Strongly disagree","Strongly agree","Enroll in an university",1
"nZIvu@cunb.edu","812",8,"C","Very much","Somewhat","Slightly","Agree","Strongly agree","Disagree","Disagree","Enroll in a technical institute",1
"o66SW@cunb.edu","499",8,"D","Very much","Slightly","Somewhat","Neutral","Disagree","Neutral","Neutral","Enroll in a  professional/vocational institute",1
"o7fBu@cunb.edu","881",6,"D","Very much","Slightly","Slightly","Agree","Strongly agree","Strongly agree","Neutral","Work after finishing school",1
"OexMa@cunb.edu","426",7,"B","Much","Not at all","Much","Strongly agree","Neutral","Strongly agree","Disagree","Enroll in high school",1
"Of4ER@cunb.edu","881",7,"A","Much","Somewhat","Very much","Strongly agree","Agree","Neutral","Agree","Enroll in a technical institute",1
"OGFjA@cunb.edu","812",6,"C","Very much","Not at all","Not at all","Strongly agree","Neutral","Strongly disagree","Strongly agree","Work after finishing school",1
"OGUCO@cunb.edu","141",7,"C","Not at all","Very much","Slightly","Disagree","Strongly disagree","Disagree","Strongly disagree","Enroll in an university",1
"OH0n3@cunb.edu","499",8,"C","Slightly","Slightly","Not at all","Neutral","Strongly agree","Strongly agree","Disagree","Enroll in a  professional/vocational institute",1
"olzd4@cunb.edu","060",6,"D","Much","Somewhat","Somewhat","Neutral","Disagree","Agree","Strongly disagree","Enroll in a  professional/vocational institute",1
"omgQJ@cunb.edu","458",7,"B","Much","Somewhat","Not at all","Agree","Agree","Disagree","Strongly agree","Enroll in a technical institute",1
"OqGQ3@cunb.edu","946",8,"A","Slightly","Not at all","Somewhat","Strongly disagree","Strongly disagree","Disagree","Strongly agree","Enroll in an university",1
"oQtHG@cunb.edu","499",8,"D","Somewhat","Somewhat","Much","Strongly disagree","Neutral","Strongly disagree","Disagree","Enroll in high school",1
"owsNr@cunb.edu","262",8,"B","Not at all","Very much","Slightly","Strongly disagree","Neutral","Neutral","Strongly disagree","Enroll in a  professional/vocational institute",1
"OXdUI@cunb.edu","426",7,"A","Slightly","Slightly","Very much","Strongly agree","Agree","Strongly agree","Agree","Work after finishing school",1
"p16qb@cunb.edu","060",8,"A","Slightly","Slightly","Slightly","Agree","Agree","Strongly disagree","Agree","Enroll in a  professional/vocational institute",1
"P3Lse@cunb.edu","141",7,"C","Very much","Somewhat","Slightly","Strongly agree","Agree","Agree","Disagree","Enroll in a technical institute",1
"pcowa@cunb.edu","060",6,"B","Not at all","Somewhat","Somewhat","Neutral","Disagree","Agree","Neutral","Enroll in a technical institute",1
"PDHb7@cunb.edu","060",7,"D","Slightly","Very much","Somewhat","Agree","Agree","Agree","Neutral","Work after finishing school",1
"PeF4m@cunb.edu","426",7,"B","Not at all","Much","Much","Disagree","Strongly disagree","Neutral","Strongly disagree","Work after finishing school",1
"Perf6@cunb.edu","262",8,"B","Very much","Somewhat","Somewhat","Neutral","Agree","Strongly disagree","Disagree","Enroll in high school",1
"PFd7a@cunb.edu","881",6,"B","Much","Somewhat","Much","Strongly agree","Strongly agree","Strongly disagree","Agree","Enroll in high school",1
"PfUvL@cunb.edu","060",7,"A","Slightly","Slightly","Much","Strongly agree","Strongly disagree","Strongly agree","Neutral","Enroll in a  professional/vocational institute",1
"PHmYE@cunb.edu","060",7,"B","Slightly","Slightly","Slightly","Disagree","Disagree","Strongly agree","Neutral","Enroll in a technical institute",1
"piikz@cunb.edu","881",8,"C","Not at all","Not at all","Not at all","Disagree","Disagree","Strongly agree","Agree","Enroll in high school",1
"PInrZ@cunb.edu","458",8,"B","Not at all","Very much","Slightly","Strongly disagree","Disagree","Neutral","Disagree","Enroll in an university",1
"pJXX5@cunb.edu","499",8,"B","Slightly","Not at all","Much","Neutral","Agree","Neutral","Strongly disagree","Work after finishing school",1
"PKIIe@cunb.edu","812",8,"B","Very much","Somewhat","Much","Disagree","Strongly disagree","Strongly agree","Agree","Enroll in an university",1
"pM2FP@cunb.edu","141",7,"D","Much","Very much","Very much","Agree","Strongly agree","Strongly disagree","Neutral","Enroll in high school",1
"pmEIZ@cunb.edu","060",6,"C","Much","Slightly","Slightly","Disagree","Agree","Strongly disagree","Strongly agree","Enroll in high school",1
"pnbtj@cunb.edu","881",7,"D","Somewhat","Not at all","Slightly","Agree","Disagree","Agree","Neutral","Enroll in a  professional/vocational institute",1
"pnbtj@cunb.edu","881",7,"D","Somewhat","Not at all","Slightly","Agree","Disagree","Agree","Neutral","Enroll in a  professional/vocational institute",1
"PQKzq@cunb.edu","426",7,"D","Much","Somewhat","Very much","Agree","Neutral","Disagree","Strongly agree","I don't know",1
"pqsnX@cunb.edu","262",8,"A","Very much","Very much","Slightly","Neutral","Agree","Strongly disagree","Strongly disagree","Enroll in an university",1
"PTdmA@cunb.edu","499",7,"D","Much","Much","Much","Strongly agree","Disagree","Agree","Agree","Work after finishing school",1
"q6xMb@cunb.edu","426",7,"A","Not at all","Very much","Very much","Strongly agree","Strongly agree","Agree","Strongly disagree","Enroll in an university",1
"q9by8@cunb.edu","057",7,"C","Very much","Much","Much","Strongly agree","Strongly disagree","Agree","Neutral","Enroll in a technical institute",1
"qDyJ8@cunb.edu","458",8,"C","Slightly","Much","Much","Disagree","Strongly agree","Neutral","Neutral","I don't know",1
"QeQAa@cunb.edu","060",8,"C","Not at all","Much","Very much","Strongly disagree","Neutral","Strongly disagree","Strongly agree","Work after finishing school",1
"qFlES@cunb.edu","812",8,"C","Much","Somewhat","Slightly","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Enroll in an university",1
"qHdQ3@cunb.edu","499",8,"D","Much","Slightly","Not at all","Neutral","Strongly disagree","Agree","Strongly agree","Enroll in a technical institute",1
"QIzaa@cunb.edu","812",8,"A","Much","Much","Somewhat","Strongly disagree","Strongly agree","Disagree","Agree","Enroll in high school",1
"qJUEv@cunb.edu","426",6,"B","Somewhat","Not at all","Slightly","Disagree","Strongly disagree","Neutral","Disagree","Enroll in a  professional/vocational institute",1
"qlUOj@cunb.edu","946",8,"D","Slightly","Very much","Not at all","Neutral","Disagree","Neutral","Neutral","I don't know",1
"QmqNO@cunb.edu","060",7,"A","Somewhat","Slightly","Somewhat","Strongly disagree","Neutral","Strongly disagree","Strongly disagree","Enroll in an university",1
"QqduQ@cunb.edu","946",6,"A","Not at all","Very much","Slightly","Strongly disagree","Strongly disagree","Neutral","Strongly disagree","Enroll in high school",1
"qS1uO@cunb.edu","057",7,"D","Very much","Much","Slightly","Disagree","Neutral","Agree","Agree","Enroll in an university",1
"QTlHk@cunb.edu","458",8,"A","Very much","Slightly","Not at all","Agree","Strongly agree","Disagree","Neutral","Enroll in a  professional/vocational institute",1
"QUXC5@cunb.edu","060",8,"C","Somewhat","Somewhat","Very much","Strongly agree","Strongly disagree","Neutral","Neutral","Work after finishing school",1
"Qwj7v@cunb.edu","060",8,"B","Not at all","Slightly","Not at all","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Work after finishing school",1
"Qwj7v@cunb.edu","060",8,"B","Not at all","Slightly","Not at all","Strongly disagree","Agree","Strongly disagree","Strongly disagree","Work after finishing school",1
"Qx4wv@cunb.edu","499",8,"B","Not at all","Very much","Very much","Disagree","Disagree","Strongly disagree","Neutral","I don't know",1
"r0NLU@cunb.edu","262",7,"C","Not at all","Somewhat","Somewhat","Agree","Disagree","Strongly disagree","Agree","Enroll in high school",1
"r6ghj@cunb.edu","426",6,"C","Not at all","Very much","Somewhat","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Enroll in an university",1
"RAEQX@cunb.edu","812",7,"A","Somewhat","Somewhat","Slightly","Strongly agree","Strongly agree","Neutral","Strongly agree","Enroll in high school",1
"rEijA@cunb.edu","812",7,"D","Slightly","Very much","Slightly","Strongly agree","Strongly agree","Strongly disagree","Agree","Enroll in high school",1
"rETO6@cunb.edu","141",8,"D","Slightly","Slightly","Somewhat","Disagree","Neutral","Strongly disagree","Neutral","I don't know",1
"rHJ5X@cunb.edu","946",6,"D","Somewhat","Very much","Slightly","Neutral","Strongly agree","Strongly agree","Strongly disagree","I don't know",1
"RIadt@cunb.edu","881",7,"C","Somewhat","Not at all","Much","Strongly disagree","Strongly disagree","Disagree","Agree","Work after finishing school",1
"RIG9a@cunb.edu","499",8,"B","Not at all","Very much","Much","Neutral","Strongly disagree","Agree","Neutral","Enroll in high school",1
"RKjMt@cunb.edu","458",7,"C","Much","Slightly","Not at all","Disagree","Strongly disagree","Agree","Neutral","Work after finishing school",1
"Rnsog@cunb.edu","812",6,"D","Not at all","Very much","Not at all","Neutral","Neutral","Disagree","Strongly disagree","Enroll in a  professional/vocational institute",1
"ROBbH@cunb.edu","881",6,"D","Very much","Very much","Somewhat","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Work after finishing school",1
"rugQk@cunb.edu","881",7,"B","Much","Very much","Much","Neutral","Neutral","Strongly disagree","Agree","Enroll in an university",1
"rwZCA@cunb.edu","262",8,"D","Slightly","Much","Very much","Strongly agree","Disagree","Disagree","Strongly agree","Enroll in a  professional/vocational institute",1
"s23zR@cunb.edu","060",6,"A","Very much","Very much","Slightly","Strongly agree","Agree","Strongly agree","Neutral","Work after finishing school",1
"S3ivs@cunb.edu","426",6,"A","Much","Very much","Very much","Disagree","Strongly agree","Disagree","Disagree","Enroll in high school",1
"S9SJU@cunb.edu","499",8,"A","Very much","Somewhat","Very much","Agree","Neutral","Disagree","Disagree","Enroll in a  professional/vocational institute",1
"SaIVp@cunb.edu","499",6,"D","Much","Very much","Not at all","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Enroll in an university",1
"sB4Ar@cunb.edu","881",7,"D","Slightly","Much","Much","Neutral","Agree","Neutral","Strongly disagree","Enroll in a technical institute",1
"SeuMo@cunb.edu","141",7,"C","Much","Not at all","Somewhat","Disagree","Strongly agree","Strongly agree","Disagree","Enroll in a  professional/vocational institute",1
"sgmDN@cunb.edu","812",6,"C","Very much","Very much","Somewhat","Neutral","Strongly disagree","Neutral","Neutral","Enroll in a  professional/vocational institute",1
"SHK1n@cunb.edu","057",8,"A","Very much","Slightly","Much","Neutral","Disagree","Disagree","Strongly disagree","Enroll in a  professional/vocational institute",1
"sktkS@cunb.edu","946",7,"A","Not at all","Not at all","Very much","Agree","Strongly agree","Strongly disagree","Disagree","Enroll in a  professional/vocational institute",1
"slHMG@cunb.edu","060",6,"B","Somewhat","Slightly","Much","Strongly agree","Agree","Strongly disagree","Strongly agree","Work after finishing school",1
"SMLeO@cunb.edu","812",7,"C","Very much","Somewhat","Much","Strongly disagree","Disagree","Agree","Neutral","Work after finishing school",1
"SmlFd@cunb.edu","057",6,"D","Somewhat","Not at all","Much","Agree","Neutral","Disagree","Strongly disagree","Enroll in a technical institute",1
"sMMVJ@cunb.edu","057",6,"D","Much","Not at all","Not at all","Disagree","Strongly agree","Agree","Strongly agree","Enroll in a technical institute",1
"sP4gG@cunb.edu","881",8,"D","Slightly","Somewhat","Much","Neutral","Strongly agree","Strongly agree","Disagree","Work after finishing school",1
"Stc51@cunb.edu","812",6,"A","Not at all","Much","Slightly","Agree","Disagree","Neutral","Strongly agree","Work after finishing school",1
"stphG@cunb.edu","946",8,"A","Very much","Very much","Much","Agree","Strongly disagree","Disagree","Agree","Enroll in a  professional/vocational institute",1
"SX3RU@cunb.edu","812",8,"C","Not at all","Much","Slightly","Agree","Neutral","Strongly disagree","Neutral","Enroll in a technical institute",1
"sXPRW@cunb.edu","499",8,"A","Somewhat","Slightly","Not at all","Neutral","Strongly disagree","Agree","Disagree","Enroll in high school",1
"SYj9l@cunb.edu","141",7,"A","Slightly","Not at all","Much","Strongly disagree","Strongly disagree","Strongly agree","Neutral","Work after finishing school",1
"T1k9O@cunb.edu","812",6,"B","Slightly","Not at all","Very much","Neutral","Neutral","Strongly agree","Strongly disagree","Enroll in a  professional/vocational institute",1
"tBF1R@cunb.edu","060",8,"A","Very much","Very much","Very much","Agree","Agree","Strongly agree","Disagree","Enroll in high school",1
"TcaH7@cunb.edu","881",7,"C","Very much","Slightly","Much","Strongly agree","Strongly disagree","Strongly disagree","Disagree","Work after finishing school",1
"tEbvJ@cunb.edu","141",7,"A","Slightly","Not at all","Slightly","Strongly disagree","Agree","Strongly disagree","Strongly agree","Enroll in a technical institute",1
